"Tiempo (s) Serie Nº 1","Posición (m) Serie Nº 1","Fuerza (N) Serie Nº 1","Velocidad (mm/min) Serie Nº 1"
34.000,1.95580E-4,-21,-0.13
34.050,1.95580E-4,-21,0.00
34.100,1.95580E-4,-21,0.00
34.150,1.95580E-4,-21,0.00
34.200,1.95580E-4,-21,0.00
34.250,1.95580E-4,-21,0.00
34.300,1.95580E-4,-21,0.00
34.350,1.95580E-4,-21,0.00
34.400,1.95580E-4,-21,0.00
34.450,1.95580E-4,-21,0.00
34.500,1.95580E-4,-21,0.00
34.550,1.95580E-4,-20,0.00
34.600,1.95580E-4,-21,0.00
34.650,1.95580E-4,-21,0.00
34.700,1.95580E-4,-21,0.00
34.750,1.95580E-4,-21,0.00
34.800,1.95580E-4,-21,0.00
34.850,1.95580E-4,-21,0.00
34.900,1.95580E-4,-21,0.00
34.950,1.95580E-4,-21,0.00
35.000,1.95580E-4,-21,0.00
35.050,1.95580E-4,-21,0.00
35.100,1.95580E-4,-21,0.00
35.150,1.95580E-4,-20,0.00
35.200,1.95580E-4,-20,0.00
35.250,1.95580E-4,-21,0.00
35.300,1.95580E-4,-20,0.00
35.350,1.95580E-4,-20,0.00
35.400,1.95580E-4,-21,0.00
35.450,1.95580E-4,-21,0.00
35.500,1.95580E-4,-20,0.00
35.550,1.95580E-4,-20,0.00
35.600,1.95580E-4,-21,0.00
35.650,1.95580E-4,-21,0.00
35.700,1.95580E-4,-20,0.00
35.750,1.95580E-4,-21,0.00
35.800,1.95580E-4,-21,0.00
35.850,1.95580E-4,-20,
