"Tiempo (s) Serie Nº 1","Posición (m) Serie Nº 1","Fuerza (N) Serie Nº 1","Velocidad (mm/min) Serie Nº 1"
33.900,1.48590E-4,219,0.25
33.950,1.49225E-4,219,0.25
34.000,1.49225E-4,219,0.13
34.050,1.49225E-4,219,0.00
34.100,1.49225E-4,219,0.13
34.150,1.49225E-4,219,0.25
34.200,1.49860E-4,220,0.25
34.250,1.49860E-4,220,0.25
34.300,1.49860E-4,220,0.25
34.350,1.50495E-4,220,0.25
34.400,1.50495E-4,221,0.25
34.450,1.50495E-4,221,0.25
34.500,1.51130E-4,221,0.25
34.550,1.51130E-4,222,0.25
34.600,1.51130E-4,222,0.25
34.650,1.51765E-4,222,0.38
34.700,1.51765E-4,223,0.51
34.750,1.52400E-4,224,0.51
34.800,1.53035E-4,224,0.51
34.850,1.53035E-4,225,0.38
34.900,1.53670E-4,225,0.38
34.950,1.53670E-4,226,0.38
35.000,1.54305E-4,226,0.38
35.050,1.54305E-4,227,0.38
35.100,1.54940E-4,227,0.25
35.150,1.54940E-4,227,0.25
35.200,1.54940E-4,228,0.25
35.250,1.55575E-4,228,0.38
35.300,1.55575E-4,229,0.38
35.350,1.56210E-4,229,0.38
35.400,1.56210E-4,231,0.51
35.450,1.56845E-4,231,0.51
35.500,1.57480E-4,232,0.51
35.550,1.57480E-4,232,0.38
35.600,1.58115E-4,232,0.25
35.650,1.58115E-4,233,0.25
35.700,1.58115E-4,232,0.25
35.750,1.58750E-4,233,0.25
35.800,1.58750E-4,233,0.25
35.850,1.58750E-4,233,0.25
35.900,1.59385E-4,234,0.38
35.950,1.59385E-4,234,0.51
36.000,1.60020E-4,235,0.51
36.050,1.60655E-4,235,0.51
36.100,1.60655E-4,236,0.51
36.150,1.61290E-4,237,0.63
36.200,1.61925E-4,238,0.76
36.250,1.62560E-4,239,0.63
36.300,1.63195E-4,240,0.38
36.350,1.63195E-4,240,0.25
36.400,1.63195E-4,240,0.25
36.450,1.63830E-4,240,0.38
36.500,1.63830E-4,240,0.38
36.550,1.64465E-4,242,0.38
36.600,1.64465E-4,241,0.38
36.650,1.65100E-4,242,0.38
36.700,1.65100E-4,242,0.51
36.750,1.65735E-4,243,0.51
36.800,1.66370E-4,244,0.51
36.850,1.66370E-4,245,0.51
36.900,1.67005E-4,245,0.51
36.950,1.67640E-4,246,0.38
37.000,1.67640E-4,246,0.13
37.050,1.67640E-4,246,0.00
37.100,1.67640E-4,246,0.00
37.150,1.67640E-4,246,0.00
37.200,1.67640E-4,246,0.00
37.250,1.67640E-4,246,0.00
37.300,1.67640E-4,246,0.00
37.350,1.67640E-4,246,0.13
37.400,1.67640E-4,246,0.25
37.450,1.68275E-4,246,0.25
37.500,1.68275E-4,246,0.13
37.550,1.68275E-4,246,0.00
37.600,1.68275E-4,246,0.00
37.650,1.68275E-4,246,0.00
37.700,1.68275E-4,246,0.00
37.750,1.68275E-4,245,0.00
37.800,1.68275E-4,246,0.00
37.850,1.68275E-4,246,0.13
